institute,pig_group_unique,pig_id_unique,date,time,location,sample,context,pen_space_m2,group_weight_kg,locomotor_play,escape_events,scans_activity_coded,scans_inactive,scans_tailposture_coded,scans_tailcurled,scans_tailextended,scans_tailtucked,num_scans_tailtip_coded,scans_tailtip_right,scans_tailtip_left,scans_tailtip_center,scans_ear_coded,ear_not_coded,ear_forward,ear_backward,ear_mixed
IRTA,homepen_2,2yellow,16.12.2021,10:05,home pen,pre,positive,2,126.1,0,0,11,0,11,4,7,0,10,1,3,6,10,1,0,10,0
IRTA,homepen_2,302red,10.12.2021,09:37,home pen,pre,negative,2,126.1,0,0,11,0,0,0,0,0,0,0,0,0,11,0,9,0,2
IRTA,homepen_2,302red,16.12.2021,10:02,home pen,pre,positive,2,126.1,1,0,11,0,10,0,4,6,10,2,0,8,6,5,4,2,0
IRTA,homepen_2,402orange,10.12.2021,09:39,home pen,pre,negative,2,126.1,0,0,11,0,6,0,6,0,6,2,0,4,11,0,8,3,0
IRTA,homepen_2,402orange,16.12.2021,10:04,home pen,pre,positive,2,126.1,1,0,11,0,10,0,4,6,9,0,3,6,9,2,3,2,4
IRTA,homepen_3,103blue,10.12.2021,09:08,home pen,pre,positive,2,126.65,0,0,11,0,8,3,5,0,8,4,2,2,6,5,2,1,3
IRTA,homepen_3,103blue,16.12.2021,09:37,home pen,pre,negative,2,126.65,0,30,11,0,11,6,4,1,8,8,0,0,11,0,0,11,0
IRTA,homepen_3,303red,10.12.2021,09:12,home pen,pre,positive,2,126.65,0,0,11,0,0,0,0,0,0,0,0,0,8,3,3,3,2
IRTA,homepen_3,303red,16.12.2021,09:38,home pen,pre,negative,2,126.65,0,9,11,0,10,0,4,6,10,2,0,8,11,0,0,10,1
IRTA,homepen_3,403orange,10.12.2021,09:08,home pen,pre,positive,2,126.65,0,0,11,0,10,2,8,0,10,0,4,6,8,3,8,0,0
IRTA,homepen_3,403orange,16.12.2021,09:37,home pen,pre,negative,2,126.65,0,22,11,0,11,11,0,0,11,0,9,2,11,0,7,3,1
IRTA,homepen_4,104blue,10.12.2021,09:32,home pen,pre,positive,2,134.75,0,0,11,1,6,2,4,0,4,0,4,0,9,2,5,1,3
IRTA,homepen_4,104blue,16.12.2021,09:59,home pen,pre,negative,2,134.75,0,16,11,1,7,1,0,6,6,0,0,6,11,0,3,5,3
IRTA,homepen_4,304red,10.12.2021,09:33,home pen,pre,positive,2,134.75,0,0,11,1,6,0,6,0,3,0,3,0,8,3,1,4,3
IRTA,homepen_4,304red,16.12.2021,09:56,home pen,pre,negative,2,134.75,0,17,11,0,10,4,4,2,7,1,0,6,11,0,0,11,0
IRTA,homepen_4,4yellow,10.12.2021,09:29,home pen,pre,positive,2,134.75,0,0,11,0,9,9,0,0,9,0,0,9,11,0,5,3,3
IRTA,homepen_4,4yellow,16.12.2021,09:56,home pen,pre,negative,2,134.75,0,10,11,0,11,1,4,6,10,1,0,9,11,0,1,10,0
IRTA,homepen_7,307red,10.12.2021,09:22,home pen,pre,positive,2,136.93,0,0,11,1,7,1,5,1,5,1,0,4,10,1,6,0,4
IRTA,homepen_7,307red,16.12.2021,09:47,home pen,pre,negative,2,136.93,0,8,11,0,10,0,8,2,9,4,0,5,11,0,0,6,5
IRTA,homepen_7,407orange,10.12.2021,09:16,home pen,pre,positive,2,136.93,0,0,11,0,4,0,4,0,4,0,0,4,10,1,4,4,2
IRTA,homepen_7,407orange,16.12.2021,09:47,home pen,pre,negative,2,136.93,0,10,11,0,8,0,3,5,8,1,1,6,11,0,0,10,1
IRTA,homepen_7,7yellow,10.12.2021,09:19,home pen,pre,positive,2,136.93,0,0,11,0,10,2,8,0,10,3,1,6,11,0,3,5,3
IRTA,homepen_7,7yellow,16.12.2021,09:50,home pen,pre,negative,2,136.93,0,15,11,0,9,0,6,3,8,2,0,6,10,1,1,7,2
IRTA,homepen_8,108blue,10.12.2021,09:42,home pen,pre,positive,2,143.2,0,0,11,0,7,5,2,0,7,6,0,1,9,2,3,5,1
IRTA,homepen_8,108blue,16.12.2021,10:04,home pen,pre,negative,2,143.2,0,12,11,0,8,3,2,3,8,4,0,4,10,1,1,9,0
IRTA,homepen_8,208green,10.12.2021,09:46,home pen,pre,positive,2,143.2,0,0,11,0,11,6,5,0,10,6,4,0,10,1,8,1,1
IRTA,homepen_8,208green,16.12.2021,10:08,home pen,pre,negative,2,143.2,0,7,11,0,9,4,3,2,9,3,2,4,11,0,0,10,1
IRTA,homepen_8,305red,10.12.2021,09:43,home pen,pre,positive,2,143.2,0,0,11,0,10,0,10,0,10,0,2,8,11,0,2,5,4
IRTA,homepen_8,305red,16.12.2021,10:07,home pen,pre,negative,2,143.2,0,6,11,0,10,0,0,10,10,0,0,10,10,1,0,9,1
IRTA,homepen_9,109blue,10.12.2021,09:24,home pen,pre,negative,2,144.15,0,0,11,0,10,4,6,0,10,2,0,8,11,0,11,0,0
IRTA,homepen_9,109blue,16.12.2021,09:52,home pen,pre,positive,2,144.15,0,0,11,0,9,8,1,0,9,7,1,1,8,3,5,1,2
IRTA,homepen_9,309red,10.12.2021,09:29,home pen,pre,negative,2,144.15,0,1,11,0,9,0,9,0,6,0,0,6,11,0,7,0,4
IRTA,homepen_9,309red,16.12.2021,09:55,home pen,pre,positive,2,144.15,0,1,11,0,6,0,4,2,6,1,2,3,7,4,2,1,4
IRTA,homepen_9,409orange,10.12.2021,09:29,home pen,pre,negative,2,144.15,0,0,11,0,10,2,8,0,10,0,0,10,11,0,6,4,1
IRTA,homepen_9,409orange,16.12.2021,09:52,home pen,pre,positive,2,144.15,1,0,11,0,10,0,0,10,10,0,0,10,9,2,4,2,3
WUR,testpen_213,244,05.10.2020,07:02,test pen,pre,negative,0.72,17.26,0,1,11,1,10,8,2,0,9,7,1,1,11,0,10,0,1
WUR,testpen_213,244,08.10.2020,08:52,test pen,pre,positive,11.25,62.67,7,0,11,2,9,6,3,0,9,7,2,0,11,0,8,1,2
WUR,testpen_213,1185,05.10.2020,07:13,test pen,pre,negative,0.72,16.73,0,0,11,0,11,2,9,0,8,8,0,0,11,0,6,5,0
WUR,testpen_213,1185,08.10.2020,08:56,test pen,pre,positive,11.25,62.67,5,0,11,0,10,7,3,0,9,3,5,1,11,0,9,2,0
WUR,testpen_213,1466,05.10.2020,07:28,test pen,pre,negative,0.72,13.16,0,0,11,0,11,11,0,0,9,1,8,0,11,0,9,1,1
WUR,testpen_213,1466,08.10.2020,08:58,test pen,pre,positive,11.25,62.67,5,0,11,0,10,10,0,0,3,1,2,0,11,0,6,2,3
WUR,testpen_213,223002,05.10.2020,07:39,test pen,pre,negative,0.72,15.52,0,3,11,2,11,10,1,0,11,0,11,0,11,0,9,1,1
WUR,testpen_213,223002,08.10.2020,08:55,test pen,pre,positive,11.25,62.67,3,0,11,0,10,5,2,3,7,7,0,0,11,0,4,3,4
WUR,testpen_214,825,05.10.2020,10:53,test pen,pre,negative,0.72,14.42,0,0,11,0,11,11,0,0,11,0,11,0,11,0,9,0,2
WUR,testpen_214,825,08.10.2020,09:27,test pen,pre,positive,11.25,63.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_214,1774,05.10.2020,11:47,test pen,pre,negative,0.72,14.7,0,0,11,0,10,7,3,0,9,8,1,0,11,0,7,2,2
WUR,testpen_214,1774,08.10.2020,09:28,test pen,pre,positive,11.25,63.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_214,2129,05.10.2020,12:02,test pen,pre,negative,0.72,18.1,0,1,11,2,11,11,0,0,11,11,0,0,11,0,9,0,2
WUR,testpen_214,2129,08.10.2020,09:30,test pen,pre,positive,11.25,63.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_214,3877,05.10.2020,12:16,test pen,pre,negative,0.72,16.22,0,0,11,0,10,10,0,0,10,5,4,1,11,0,9,0,2
WUR,testpen_214,3877,08.10.2020,09:29,test pen,pre,positive,11.25,63.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_215,1368,06.10.2020,09:57,test pen,pre,negative,0.72,18.88,0,0,11,0,11,11,0,0,10,10,0,0,11,0,10,0,1
WUR,testpen_215,1368,08.10.2020,10:39,test pen,pre,positive,11.25,65.55,5,0,11,0,10,10,0,0,8,5,3,0,10,1,4,2,4
WUR,testpen_215,2123,06.10.2020,10:11,test pen,pre,negative,0.72,15.99,0,3,11,3,10,9,1,0,9,4,3,2,11,0,6,3,2
WUR,testpen_215,2123,08.10.2020,10:37,test pen,pre,positive,11.25,65.55,5,0,11,0,9,4,1,3,6,5,1,0,11,0,5,3,3
WUR,testpen_215,2327,06.10.2020,10:24,test pen,pre,negative,0.72,13.28,0,7,11,0,11,5,5,0,11,11,0,0,11,0,6,1,4
WUR,testpen_215,2327,08.10.2020,10:39,test pen,pre,positive,11.25,65.55,7,0,11,0,11,10,1,0,10,10,0,0,11,0,7,3,1
WUR,testpen_215,4053,06.10.2020,10:38,test pen,pre,negative,0.72,17.4,0,0,11,0,11,11,0,0,11,1,9,1,11,0,2,6,3
WUR,testpen_215,4053,08.10.2020,10:39,test pen,pre,positive,11.25,65.55,0,0,11,0,11,9,2,0,7,6,1,0,11,0,7,2,2
WUR,testpen_216,1788,06.10.2020,14:51,test pen,pre,negative,0.72,16.55,0,0,11,2,11,11,0,0,11,8,0,3,11,0,10,0,1
WUR,testpen_216,1788,08.10.2020,11:07,test pen,pre,positive,11.25,55.26,4,0,11,0,9,5,1,0,9,7,2,0,10,1,7,2,1
WUR,testpen_216,2555,06.10.2020,15:05,test pen,pre,negative,0.72,18.82,0,2,11,0,11,11,0,0,10,9,1,0,11,0,4,3,4
WUR,testpen_216,2555,08.10.2020,11:09,test pen,pre,positive,11.25,55.26,4,0,11,0,9,9,0,0,9,8,1,0,8,3,3,1,4
WUR,testpen_216,104102,06.10.2020,14:37,test pen,pre,negative,0.72,19.89,0,0,11,5,10,10,0,0,9,9,0,0,11,0,6,1,4
WUR,testpen_216,104102,08.10.2020,11:08,test pen,pre,positive,11.25,55.26,4,0,11,0,11,11,0,0,10,4,6,0,11,0,7,2,2
WUR,testpen_413,1661,09.11.2020,06:55,test pen,pre,negative,0.72,18.68,0,0,11,0,11,11,0,0,11,0,10,1,11,0,9,1,1
WUR,testpen_413,1661,12.11.2020,08:42,test pen,pre,positive,11.25,80.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_413,3346,09.11.2020,07:08,test pen,pre,negative,0.72,15.08,0,11,11,3,11,7,4,0,10,0,9,1,11,0,8,1,2
WUR,testpen_413,3346,12.11.2020,08:43,test pen,pre,positive,11.25,80.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_413,3395,09.11.2020,07:24,test pen,pre,negative,0.72,25.18,0,6,11,1,10,10,0,0,10,6,4,0,11,0,5,2,4
WUR,testpen_413,3395,12.11.2020,08:40,test pen,pre,positive,11.25,80.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_413,4084,09.11.2020,07:37,test pen,pre,negative,0.72,21.88,0,1,11,0,11,11,0,0,11,10,0,1,11,0,4,1,6
WUR,testpen_413,4084,12.11.2020,08:42,test pen,pre,positive,11.25,80.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
WUR,testpen_414,3111,09.11.2020,10:50,test pen,pre,negative,0.72,21.73,0,0,11,0,11,11,0,0,11,11,0,0,11,0,8,2,1
WUR,testpen_414,3111,12.11.2020,09:36,test pen,pre,positive,11.25,84.39,1,0,11,0,11,11,0,0,11,4,7,0,11,0,7,2,2
WUR,testpen_414,3612,09.11.2020,12:01,test pen,pre,negative,0.72,24.69,0,1,11,0,11,11,0,0,10,5,0,5,11,0,5,1,5
WUR,testpen_414,3612,12.11.2020,09:35,test pen,pre,positive,11.25,84.39,5,0,11,2,11,11,0,0,11,4,7,0,11,0,10,0,1
WUR,testpen_414,4379,09.11.2020,12:09,test pen,pre,negative,0.72,19.89,0,14,11,0,11,11,0,0,11,8,2,1,11,0,3,4,4
WUR,testpen_414,4379,12.11.2020,09:35,test pen,pre,positive,11.25,84.39,3,0,11,2,11,11,0,0,11,11,0,0,11,0,7,3,1
WUR,testpen_414,4645,09.11.2020,12:24,test pen,pre,negative,0.72,18.08,0,1,11,1,11,11,0,0,7,2,2,3,11,0,9,1,1
WUR,testpen_414,4645,12.11.2020,09:38,test pen,pre,positive,11.25,84.39,6,0,11,4,9,9,0,0,8,2,6,0,11,0,9,2,0
WUR,testpen_415,696,10.11.2020,09:54,test pen,pre,negative,0.72,17.39,0,0,11,4,11,9,2,0,10,6,0,4,11,0,4,3,4
WUR,testpen_415,696,12.11.2020,10:46,test pen,pre,positive,11.25,78.85,2,0,11,0,11,11,0,0,10,5,5,0,11,0,7,2,2
WUR,testpen_415,1794,10.11.2020,10:09,test pen,pre,negative,0.72,23.29,0,2,11,1,11,7,4,0,9,2,7,0,11,0,4,2,5
WUR,testpen_415,1794,12.11.2020,10:44,test pen,pre,positive,11.25,78.85,0,0,11,0,11,11,0,0,11,2,9,0,11,0,10,0,1
WUR,testpen_415,2982,10.11.2020,10:23,test pen,pre,negative,0.72,19.88,0,0,11,0,11,5,6,0,9,0,9,0,11,0,8,2,1
WUR,testpen_415,2982,12.11.2020,10:44,test pen,pre,positive,11.25,78.85,0,0,11,0,11,11,0,0,11,3,8,0,11,0,11,0,0
WUR,testpen_415,3987,10.11.2020,10:35,test pen,pre,negative,0.72,18.29,0,1,11,1,11,11,0,0,11,11,0,0,11,0,7,1,3
WUR,testpen_415,3987,12.11.2020,10:46,test pen,pre,positive,11.25,78.85,0,0,11,0,11,11,0,0,11,11,0,0,11,0,11,0,0
WUR,testpen_416,3114,10.11.2020,14:44,test pen,pre,negative,0.72,20.34,0,10,11,3,11,7,4,0,10,0,10,0,11,0,9,1,1
WUR,testpen_416,3114,12.11.2020,11:38,test pen,pre,positive,11.25,87.88,7,0,11,0,10,9,1,0,10,2,8,0,11,0,8,0,3
WUR,testpen_416,3822,10.11.2020,15:00,test pen,pre,negative,0.72,28.27,0,1,11,0,11,11,0,0,11,11,0,0,11,0,4,2,5
WUR,testpen_416,3822,12.11.2020,11:35,test pen,pre,positive,11.25,87.88,2,0,11,0,11,11,0,0,11,8,3,0,11,0,9,0,2
WUR,testpen_416,4648,10.11.2020,15:14,test pen,pre,negative,0.72,20.08,0,8,11,0,11,11,0,0,11,7,4,0,11,0,6,2,3
WUR,testpen_416,4648,12.11.2020,11:35,test pen,pre,positive,11.25,87.88,4,0,11,0,11,11,0,0,11,1,9,1,10,1,9,0,1
WUR,testpen_416,4970,10.11.2020,15:28,test pen,pre,negative,0.72,19.19,0,0,11,0,11,11,0,0,11,6,3,2,11,0,10,0,1
WUR,testpen_416,4970,12.11.2020,11:38,test pen,pre,positive,11.25,87.88,1,0,11,0,11,11,0,0,11,10,1,0,11,0,7,3,1
WUR,testpen_613,949,14.12.2020,06:56,test pen,pre,negative,0.72,12.81,0,2,11,1,11,11,0,0,9,3,5,1,11,0,9,0,2
WUR,testpen_613,949,17.12.2020,08:42,test pen,pre,positive,11.25,45.96,5,0,11,0,11,11,0,0,10,2,8,0,10,1,9,0,1
WUR,testpen_613,1390,14.12.2020,07:10,test pen,pre,negative,0.72,12.58,0,0,11,0,11,11,0,0,1,0,1,0,11,0,7,0,4
WUR,testpen_613,1390,17.12.2020,08:40,test pen,pre,positive,11.25,45.96,5,0,11,0,11,10,1,0,8,2,6,0,11,0,11,0,0
WUR,testpen_613,1666,14.12.2020,07:25,test pen,pre,negative,0.72,11.19,0,0,11,0,11,11,0,0,11,11,0,0,11,0,11,0,0
WUR,testpen_613,1666,17.12.2020,08:41,test pen,pre,positive,11.25,45.96,1,0,11,0,11,11,0,0,11,9,2,0,11,0,10,0,1
WUR,testpen_613,4795,14.12.2020,07:39,test pen,pre,negative,0.72,9.38,0,0,11,0,11,9,2,0,11,1,10,0,11,0,2,8,1
WUR,testpen_613,4795,17.12.2020,08:40,test pen,pre,positive,11.25,45.96,4,0,11,0,9,9,0,0,9,0,9,0,8,3,7,1,0
WUR,testpen_614,224,14.12.2020,10:37,test pen,pre,negative,0.72,11.62,0,7,11,0,11,11,0,0,9,2,7,0,11,0,5,1,5
WUR,testpen_614,224,17.12.2020,09:33,test pen,pre,positive,11.25,41.6,7,0,11,0,11,11,0,0,11,0,11,0,11,0,10,0,1
WUR,testpen_614,1347,14.12.2020,11:56,test pen,pre,negative,0.72,12.51,0,0,11,0,11,11,0,0,11,11,0,0,11,0,10,0,1
WUR,testpen_614,1347,17.12.2020,09:35,test pen,pre,positive,11.25,41.6,7,0,11,0,10,10,0,0,10,5,5,0,11,0,8,1,2
WUR,testpen_614,2140,14.12.2020,12:11,test pen,pre,negative,0.72,7.09,0,2,11,1,11,11,0,0,11,11,0,0,11,0,8,0,3
WUR,testpen_614,2140,17.12.2020,09:34,test pen,pre,positive,11.25,41.6,1,0,11,0,10,10,0,0,10,9,1,0,10,1,8,1,1
WUR,testpen_614,4914,14.12.2020,12:25,test pen,pre,negative,0.72,10.38,0,0,11,1,11,11,0,0,10,4,4,2,11,0,0,6,5
WUR,testpen_614,4914,17.12.2020,09:36,test pen,pre,positive,11.25,41.6,2,0,11,1,10,10,0,0,10,2,8,0,11,0,6,4,1
WUR,testpen_615,1535,15.12.2020,09:54,test pen,pre,negative,0.72,10.48,0,0,11,0,11,11,0,0,11,11,0,0,11,0,11,0,0
WUR,testpen_615,1535,17.12.2020,10:46,test pen,pre,positive,11.25,49.3,5,0,11,1,10,10,0,0,9,0,9,0,11,0,7,3,1
WUR,testpen_615,2613,15.12.2020,10:08,test pen,pre,negative,0.72,13.48,0,2,11,0,11,11,0,0,11,0,11,0,11,0,4,2,5
WUR,testpen_615,2613,17.12.2020,10:44,test pen,pre,positive,11.25,49.3,5,0,11,1,10,10,0,0,9,1,8,0,9,2,4,3,2
WUR,testpen_615,3168,15.12.2020,10:22,test pen,pre,negative,0.72,13.15,0,4,11,2,11,11,0,0,11,11,0,0,11,0,4,2,5
WUR,testpen_615,3168,17.12.2020,10:47,test pen,pre,positive,11.25,49.3,1,0,11,1,11,11,0,0,11,6,5,0,10,1,9,0,1
WUR,testpen_615,366706,15.12.2020,10:36,test pen,pre,negative,0.72,12.19,0,1,11,0,11,11,0,0,11,9,1,1,11,0,4,3,4
WUR,testpen_615,366706,17.12.2020,10:48,test pen,pre,positive,11.25,49.3,0,0,11,0,11,11,0,0,11,5,6,0,11,0,5,5,1
WUR,testpen_616,2652,15.12.2020,14:44,test pen,pre,negative,0.72,11.28,0,0,11,0,11,11,0,0,11,1,10,0,11,0,9,0,2
WUR,testpen_616,2652,17.12.2020,11:34,test pen,pre,positive,11.25,44.86,3,0,11,1,10,10,0,0,10,1,9,0,11,0,8,2,1
WUR,testpen_616,2831,15.12.2020,15:12,test pen,pre,negative,0.72,18.48,0,0,11,0,11,10,1,0,11,9,2,0,11,0,7,0,4
WUR,testpen_616,2831,17.12.2020,11:33,test pen,pre,positive,11.25,44.86,6,0,11,1,11,11,0,0,11,9,2,0,11,0,9,1,1
WUR,testpen_616,274306,15.12.2020,14:59,test pen,pre,negative,0.72,15.1,0,3,11,0,11,11,0,0,11,0,11,0,11,0,7,2,2
WUR,testpen_616,274306,17.12.2020,11:35,test pen,pre,positive,11.25,44.86,7,0,11,0,11,11,0,0,10,1,8,1,10,1,9,0,1
