institute,pig_group_unique,pig_id_unique,unique_paired,date,time,location,pen_space_m2,sample,context,context2,type,violation_expectations,age_days,weight_start_kg,group_weight_kg,oxyt_pgmL,cort_ngmL,eye_IRT_max,posture_at_sampling,tail_IRT_max,tail_IRT_min,tail_IRT_average,ear_IRT_max,ear_IRT_min,ear_IRT_average,snout_IRT_max,snout_IRT_min,snout_IRT_average
INRAE,2209_41,213216,29d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,6.83,96.8,95.31,3.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213216,29d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,6.83,96.8,NA,10.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213217,31d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,7.37,96.8,225.983,11.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213217,31d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,7.37,96.8,NA,14.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213241,33d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,7.1,96.8,176.019,4.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213241,33d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,7.1,96.8,236.855,7.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213244,35d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,9.49,96.8,152.789,11.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213244,35d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,9.49,96.8,200.454,8.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213246,37d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,9.84,96.8,223.438,9.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213246,37d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,9.84,96.8,298.514,13.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213249,39d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,10.9,96.8,126.256,7.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_41,213249,39d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,10.9,96.8,148.168,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212956,1d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,8.89,101.97,136.934,4.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212956,1d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,8.89,101.97,233.254,6.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212957,3d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,6.97,101.97,166.085,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212957,3d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,6.97,101.97,295.592,11.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212958,5d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,8.89,101.97,191.585,5.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212958,5d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,8.89,101.97,135.844,11.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212960,7d,22.07.2022,09:55,test pen,8.88,pre,negative,NA,NA,no,30,9.24,101.97,229.98,5.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_42,212960,7d,22.07.2022,10:26,test pen,8.88,post,negative,NA,NA,no,30,9.24,101.97,117.415,8.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212956,2d,12.07.2022,09:45,home pen,6.96,pre,positive,NA,NA,no,20,6.644,375.52125,117.568,6.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212956,2d,12.07.2022,10:29,home pen,6.96,post,positive,NA,NA,no,20,6.644,375.52125,NA,15.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212957,4d,12.07.2022,09:45,home pen,6.96,pre,positive,NA,NA,no,20,5.299,375.52125,213.831,4.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212957,4d,12.07.2022,10:29,home pen,6.96,post,positive,NA,NA,no,20,5.299,375.52125,183.921,10.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212958,6d,12.07.2022,09:45,home pen,6.96,pre,positive,NA,NA,no,20,6.496,375.52125,NA,11.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212958,6d,12.07.2022,10:29,home pen,6.96,post,positive,NA,NA,no,20,6.496,375.52125,216.127,19.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212960,8d,12.07.2022,09:45,home pen,6.96,pre,positive,NA,NA,no,20,6.825,375.52125,206.839,14.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2209_6,212960,8d,12.07.2022,10:29,home pen,6.96,post,positive,NA,NA,no,20,6.825,375.52125,138.338,17.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213530,80d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,8.234,354.878,110.543,3.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213530,80d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,8.234,354.878,94.063,5.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213531,82d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,5.337,354.878,120.936,11.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213531,82d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,5.337,354.878,197.924,6.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213532,84d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,7.206,354.878,142.661,7.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213532,84d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,7.206,354.878,101.263,3.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213535,86d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,4.649,354.878,NA,8.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_3,213535,86d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,4.649,354.878,NA,7.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_4,213520,74d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,4.062,351.04,200.448,9.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_4,213520,74d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,4.062,351.04,181.695,4.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_4,213522,76d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,8.113,351.04,170.779,7.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_4,213522,76d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,8.113,351.04,NA,9.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_4,213523,78d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,3.005,351.04,235.165,8.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_4,213523,78d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,3.005,351.04,225.421,7.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213520,73d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,6.01,89.13928571,172.739,5.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213520,73d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,6.01,89.13928571,NA,10.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213522,75d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,11.129,89.13928571,143.342,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213522,75d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,11.129,89.13928571,326.989,6.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213523,77d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,4.792,89.13928571,254.832,5.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213523,77d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,4.792,89.13928571,218.977,8.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213530,79d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,11.022,89.13928571,NA,7.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213530,79d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,11.022,89.13928571,NA,13.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213531,81d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,7.501,89.13928571,192.392,6.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213531,81d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,7.501,89.13928571,244.09,8.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213532,83d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,9.769,89.13928571,126.423,2.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213532,83d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,9.769,89.13928571,121.766,3.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213535,85d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,6.502,89.13928571,NA,4.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_41,213535,85d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,6.502,89.13928571,NA,14.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213319,49d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,9.459,105.862,101.914,4.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213319,49d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,9.459,105.862,161.833,9.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213321,51d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,9.426,105.862,214.094,8.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213321,51d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,9.426,105.862,203.016,8.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213325,53d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,9.418,105.862,244.558,9.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213325,53d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,9.418,105.862,92.118,13.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213326,55d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,10.806,105.862,240.44,8.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213326,55d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,10.806,105.862,272.678,6.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213420,65d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,8.867,105.862,173.07,6.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213420,65d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,8.867,105.862,172.081,11.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213422,67d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,8.825,105.862,211.41,9.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213422,67d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,8.825,105.862,228.81,16.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213423,69d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,11.16,105.862,225.466,12.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213423,69d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,11.16,105.862,268.189,15.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213425,71d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,11.426,105.862,226.881,5.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213425,71d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,11.426,105.862,142.087,8.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213561,87d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,7.049,105.862,NA,7.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213561,87d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,7.049,105.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213562,89d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,7.655,105.862,NA,7.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213562,89d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,7.655,105.862,NA,12.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213565,91d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,6.115,105.862,NA,3.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213565,91d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,6.115,105.862,NA,4.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213567,93d,12.08.2022,10:10,test pen,8.88,pre,negative,NA,NA,no,30,5.656,105.862,145.508,7.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_42,213567,93d,12.08.2022,10:40,test pen,8.88,post,negative,NA,NA,no,30,5.656,105.862,345.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213420,66d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,6.46,366.45,123.343,5.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213420,66d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,6.46,366.45,NA,5.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213422,68d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,6.209,366.45,233.363,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213422,68d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,6.209,366.45,259.241,7.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213423,70d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,8.168,366.45,202.074,5.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213423,70d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,8.168,366.45,NA,7.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213425,72d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,8.913,366.45,163.621,4.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_5,213425,72d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,8.913,366.45,222.1,6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213319,50d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,6.253,353.524,NA,12.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213319,50d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,6.253,353.524,249.959,3.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213321,52d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,6.683,353.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213321,52d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,6.683,353.524,281.765,6.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213325,54d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,6.512,353.524,200.6,6.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213325,54d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,6.512,353.524,159.312,2.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213326,56d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,7.66,353.524,NA,8.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_6,213326,56d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,7.66,353.524,302.739,1.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213561,88d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,4.846,329.10075,179.044,3.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213561,88d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,4.846,329.10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213562,90d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,5.661,329.10075,287.369,3.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213562,90d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,5.661,329.10075,NA,5.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213565,92d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,4.48,329.10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213565,92d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,4.48,329.10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213567,94d,02.08.2022,09:40,home pen,6.96,pre,positive,NA,NA,no,20,3.844,329.10075,NA,3.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INRAE,2210_9,213567,94d,02.08.2022,10:18,home pen,6.96,post,positive,NA,NA,no,20,3.844,329.10075,NA,5.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_1,101blue,57b,10.12.2021,09:14,home pen,2,pre,negative,NA,NA,no,65,30.8,144,NA,10.249,NA,NA,33.5,30.4,31.7,35.3,29.1,31.9,33,23.3,28.5
IRTA,homepen_1,101blue,57b,10.12.2021,10:35,home pen,2,post,negative,NA,NA,no,65,30.8,144,99.011,4.178,NA,NA,37.1,31.8,33.9,36.1,25.3,30.5,29.4,21.5,25.9
IRTA,homepen_1,101blue,58b,16.12.2021,09:43,home pen,2,pre,positive,NA,NA,no,71,30.8,144,151.729,13.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_1,101blue,58b,16.12.2021,10:56,home pen,2,post,positive,NA,NA,no,71,30.8,144,141.005,3.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_1,1yellow,71b,10.12.2021,09:13,home pen,2,pre,negative,NA,NA,no,65,31.3,144,77.185,3.115,NA,NA,33.7,29.6,31.5,35.3,27.5,32.6,32.4,22.4,27.6
IRTA,homepen_1,1yellow,71b,10.12.2021,10:39,home pen,2,post,negative,NA,NA,no,65,31.3,144,49.234,2.428,NA,NA,36.4,34.1,35.2,38.2,30.8,35.3,34.5,25.6,29.3
IRTA,homepen_1,1yellow,72b,16.12.2021,09:41,home pen,2,pre,positive,NA,NA,no,71,31.3,144,94.336,5.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_1,1yellow,72b,16.12.2021,10:58,home pen,2,post,positive,NA,NA,no,71,31.3,144,349.529,6.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_10,10yellow,67b,10.12.2021,09:50,home pen,2,pre,negative,NA,NA,no,65,24.1,130.5,68.294,2.814,NA,NA,37.2,34.9,36.5,33.8,24.7,32.8,29.4,20.7,25.5
IRTA,homepen_10,10yellow,67b,10.12.2021,11:57,home pen,2,post,negative,NA,NA,no,65,24.1,130.5,83.739,2.718,NA,NA,36.8,28.2,32.3,37.8,25.9,34.8,24.8,20.4,22.4
IRTA,homepen_10,10yellow,68b,16.12.2021,10:13,home pen,2,pre,positive,NA,NA,no,71,24.1,130.5,97.116,3.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_10,10yellow,68b,16.12.2021,12:06,home pen,2,post,positive,NA,NA,no,71,24.1,130.5,119.761,4.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_10,110blue,69b,10.12.2021,09:50,home pen,2,pre,negative,NA,NA,no,65,30.35,130.5,51.935,2.106,NA,NA,38.1,36.5,37.6,36.1,21.9,30.9,33.1,21.8,27.4
IRTA,homepen_10,110blue,69b,10.12.2021,11:56,home pen,2,post,negative,NA,NA,no,65,30.35,130.5,52.554,1.746,NA,NA,36.8,24.3,33.5,35.1,25.2,30.3,31.6,22.2,27
IRTA,homepen_10,110blue,70b,16.12.2021,10:11,home pen,2,pre,positive,NA,NA,no,71,30.35,130.5,63.421,6.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_10,110blue,70b,16.12.2021,12:05,home pen,2,post,positive,NA,NA,no,71,30.35,130.5,82.435,3.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_10,310red,9c,10.12.2021,09:51,home pen,2,pre,negative,NA,NA,no,65,26.4,130.5,73.056,2.119,NA,NA,36.5,35.8,36.5,36.8,23.7,27.8,34.8,25.2,29.1
IRTA,homepen_10,310red,9c,10.12.2021,11:56,home pen,2,post,negative,NA,NA,no,65,26.4,130.5,73.643,4.261,NA,NA,36.2,33.8,34.9,36,24.8,29.8,34.2,21.8,29
IRTA,homepen_10,310red,10c,16.12.2021,10:13,home pen,2,pre,positive,NA,NA,no,71,26.4,130.5,45.67,2.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_10,310red,10c,16.12.2021,12:05,home pen,2,post,positive,NA,NA,no,71,26.4,130.5,65.287,5.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,2yellow,75b,10.12.2021,09:40,home pen,2,pre,negative,NA,NA,no,65,24.8,126.1,88.448,3.825,NA,NA,37.4,36.2,36.9,34.5,26.3,31.6,32.4,23.3,28
IRTA,homepen_2,2yellow,75b,10.12.2021,11:28,home pen,2,post,negative,NA,NA,no,65,24.8,126.1,49.873,2.936,NA,NA,36.9,28.7,34.4,39,28.4,34.8,31,22,26.4
IRTA,homepen_2,2yellow,76b,16.12.2021,10:05,home pen,2,pre,positive,NA,NA,no,71,24.8,126.1,67.464,3.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,2yellow,76b,16.12.2021,11:42,home pen,2,post,positive,NA,NA,no,71,24.8,126.1,96.383,4.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,302red,77b,10.12.2021,09:37,home pen,2,pre,negative,NA,NA,no,65,23.25,126.1,88.791,4.852,NA,NA,36.4,32.8,33.5,37.4,28.3,32.5,34.7,23.8,27.5
IRTA,homepen_2,302red,77b,10.12.2021,11:28,home pen,2,post,negative,NA,NA,no,65,23.25,126.1,46.686,3.461,NA,NA,37.7,30.2,32.6,39.5,35.5,37.4,34.7,22.3,27.6
