institute,pig_group_unique,pig_id_unique,unique_paired,date,time,location,pen_space_m2,sample,context,context2,type,violation_expectations,age_days,weight_start_kg,group_weight_kg,oxyt_pgmL,cort_ngmL,eye_IRT_max,posture_at_sampling,tail_IRT_max,tail_IRT_min,tail_IRT_average,ear_IRT_max,ear_IRT_min,ear_IRT_average,snout_IRT_max,snout_IRT_min,snout_IRT_average
IRTA,homepen_2,302red,78b,16.12.2021,10:02,home pen,2,pre,positive,NA,NA,no,71,23.25,126.1,72.851,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,302red,78b,16.12.2021,11:42,home pen,2,post,positive,NA,NA,no,71,23.25,126.1,82.13,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,402orange,11c,10.12.2021,09:39,home pen,2,pre,negative,NA,NA,no,65,31.4,126.1,20.723,8.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,402orange,11c,10.12.2021,11:31,home pen,2,post,negative,NA,NA,no,65,31.4,126.1,59.572,4.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,402orange,12c,16.12.2021,10:04,home pen,2,pre,positive,NA,NA,no,71,31.4,126.1,97.67,9.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_2,402orange,12c,16.12.2021,11:46,home pen,2,post,positive,NA,NA,no,71,31.4,126.1,43.438,14.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_3,103blue,60b,10.12.2021,09:08,home pen,2,pre,positive,positive_positive,social,yes,65,25,126.65,84.91,8.782,NA,NA,35.6,31.2,35.5,38.8,31.4,35.7,32.3,26.1,29.3
IRTA,homepen_3,103blue,60b,10.12.2021,10:19,home pen,2,post,positive,positive_positive,social,yes,65,25,126.65,49.826,6.778,NA,NA,35.5,33,34,35.5,26.6,30.8,28.6,24,25.7
IRTA,homepen_3,103blue,59b,16.12.2021,09:37,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,25,126.65,94.878,8.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_3,103blue,59b,16.12.2021,10:41,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,25,126.65,147.794,10.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_3,303red,80b,10.12.2021,09:12,home pen,2,pre,positive,positive_positive,social,yes,65,24.65,126.65,61.36,10.929,NA,NA,38.7,35.9,37.7,38.3,27.6,34,32.3,23.5,27
IRTA,homepen_3,303red,80b,10.12.2021,10:20,home pen,2,post,positive,positive_positive,social,yes,65,24.65,126.65,51.486,5.927,NA,NA,38.9,25.3,34.1,36.3,27.3,32.1,26.2,20.8,23.9
IRTA,homepen_3,303red,79b,16.12.2021,09:38,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,24.65,126.65,59.279,5.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_3,303red,79b,16.12.2021,10:44,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,24.65,126.65,53.564,10.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_3,403orange,14c,10.12.2021,09:08,home pen,2,pre,positive,positive_positive,social,yes,65,27.5,126.65,44.378,4.164,NA,NA,38.6,37.3,38,39.5,32.3,33.2,35.7,24,29.6
IRTA,homepen_3,403orange,14c,10.12.2021,10:22,home pen,2,post,positive,positive_positive,social,yes,65,27.5,126.65,41.049,2.913,NA,NA,34.4,23.8,27.9,38.3,31.4,36.3,36,23.9,31
IRTA,homepen_3,403orange,13c,16.12.2021,09:37,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,27.5,126.65,167.475,4.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_3,403orange,13c,16.12.2021,10:40,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,27.5,126.65,180.84,4.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_4,104blue,62b,10.12.2021,09:32,home pen,2,pre,positive,positive_positive,social,yes,65,24.15,134.75,39.427,4.923,NA,NA,39.2,36.8,38.1,34.2,27.3,31.6,30.9,24.4,27.7
IRTA,homepen_4,104blue,62b,10.12.2021,11:16,home pen,2,post,positive,positive_positive,social,yes,65,24.15,134.75,65.561,3.379,NA,NA,39.1,36.3,37.3,38.6,26.5,31.6,30.9,22.3,25.6
IRTA,homepen_4,104blue,61b,16.12.2021,09:59,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,24.15,134.75,47.079,10.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_4,104blue,61b,16.12.2021,11:28,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,24.15,134.75,59.206,13.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_4,304red,2c,10.12.2021,09:33,home pen,2,pre,positive,positive_positive,social,yes,65,27.6,134.75,91.323,3.274,NA,NA,36.6,33.8,34.9,38,26.2,32.3,31.5,22.6,24.3
IRTA,homepen_4,304red,2c,10.12.2021,11:14,home pen,2,post,positive,positive_positive,social,yes,65,27.6,134.75,93.593,4.038,NA,NA,39.5,36.5,37.3,38.6,26.5,31.6,30.9,22.3,26.2
IRTA,homepen_4,304red,1c,16.12.2021,09:56,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,27.6,134.75,154.004,9.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_4,304red,1c,16.12.2021,11:29,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,27.6,134.75,107.675,12.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_4,4yellow,20c,10.12.2021,09:29,home pen,2,pre,positive,positive_positive,social,yes,65,23.95,134.75,71.726,5.332,NA,NA,38.5,32.9,34.8,33.6,25.8,27.9,35.4,24.9,26.9
IRTA,homepen_4,4yellow,20c,10.12.2021,11:14,home pen,2,post,positive,positive_positive,social,yes,65,23.95,134.75,82.717,4.623,NA,NA,36.8,34.4,35.8,37.2,28.6,33.8,29.4,22.3,25.6
IRTA,homepen_4,4yellow,19c,16.12.2021,09:56,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,23.95,134.75,159.09,7.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_4,4yellow,19c,16.12.2021,11:32,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,23.95,134.75,54.069,9.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_7,307red,6c,10.12.2021,09:22,home pen,2,pre,positive,positive_positive,social,yes,65,29.28,136.93,44.193,3.727,NA,NA,37.5,22.3,29.8,34.9,23.2,27.1,33.5,22.6,26.6
IRTA,homepen_7,307red,6c,10.12.2021,10:44,home pen,2,post,positive,positive_positive,social,yes,65,29.28,136.93,104.426,2.75,NA,NA,35.2,19.7,29,32.7,24.5,29,34.7,20.6,26
IRTA,homepen_7,307red,5c,16.12.2021,09:47,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,29.28,136.93,126.962,4.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_7,307red,5c,16.12.2021,11:04,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,29.28,136.93,85.422,5.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_7,407orange,16c,10.12.2021,09:16,home pen,2,pre,positive,positive_positive,social,yes,65,26.2,136.93,58.902,3.908,NA,NA,34.8,20.5,31.3,32.1,21.5,30.6,27.5,21.7,24.8
IRTA,homepen_7,407orange,16c,10.12.2021,10:44,home pen,2,post,positive,positive_positive,social,yes,65,26.2,136.93,121.038,4.398,NA,NA,38.3,27.8,34.3,35.5,21.1,27.1,28.7,21.2,24.4
IRTA,homepen_7,407orange,15c,16.12.2021,09:47,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,26.2,136.93,259.619,6.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_7,407orange,15c,16.12.2021,11:02,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,26.2,136.93,106.614,4.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_7,7yellow,22c,10.12.2021,09:19,home pen,2,pre,positive,positive_positive,social,yes,65,24.95,136.93,89.506,4.918,NA,NA,36.4,28.8,35.1,32.2,23.7,26.3,32.5,20.4,26.4
IRTA,homepen_7,7yellow,22c,10.12.2021,10:46,home pen,2,post,positive,positive_positive,social,yes,65,24.95,136.93,65.524,3.532,NA,NA,36.8,29.9,32.6,35.3,23.8,28.4,33.4,23.4,28.4
IRTA,homepen_7,7yellow,21c,16.12.2021,09:50,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,24.95,136.93,138.569,4.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_7,7yellow,21c,16.12.2021,11:05,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,24.95,136.93,89.29,5.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_8,108blue,64b,10.12.2021,09:42,home pen,2,pre,positive,positive_positive,social,yes,65,29.15,143.2,174.147,6.406,NA,NA,36.5,30.8,35.6,36.3,24.2,32.2,30.3,23.4,26.3
IRTA,homepen_8,108blue,64b,10.12.2021,10:46,home pen,2,post,positive,positive_positive,social,yes,65,29.15,143.2,NA,7.643,NA,NA,35.3,31.4,34.1,37.1,25.6,33.1,27.2,20.6,22.9
IRTA,homepen_8,108blue,63b,16.12.2021,10:04,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,29.15,143.2,171.777,6.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_8,108blue,63b,16.12.2021,11:49,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,29.15,143.2,69.993,4.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_8,208green,74b,10.12.2021,09:46,home pen,2,pre,positive,positive_positive,social,yes,65,23.5,143.2,79.258,5.505,NA,NA,37.7,34.5,36.4,33.7,22.1,34.6,30.3,20,26.2
IRTA,homepen_8,208green,74b,10.12.2021,10:41,home pen,2,post,positive,positive_positive,social,yes,65,23.5,143.2,79.258,3.551,NA,NA,36.4,33.6,34.9,36.9,29.9,35,26.1,19.6,23.2
IRTA,homepen_8,208green,73b,16.12.2021,10:08,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,23.5,143.2,178.599,5.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_8,208green,73b,16.12.2021,11:52,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,23.5,143.2,196.761,9.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_8,305red,4c,10.12.2021,09:43,home pen,2,pre,positive,positive_positive,social,yes,65,23.8,143.2,71.714,3.135,NA,NA,33.2,22.8,28.9,32.8,23.9,29.9,27.8,20.9,24.3
IRTA,homepen_8,305red,4c,10.12.2021,10:40,home pen,2,post,positive,positive_positive,social,yes,65,23.8,143.2,65.105,5.382,NA,NA,36.5,27.5,32.3,36.8,24.7,29.9,30.4,20.8,25.7
IRTA,homepen_8,305red,3c,16.12.2021,10:07,home pen,2,pre,negative,expectpositive_receivenegative,social,yes,71,23.8,143.2,140.168,2.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_8,305red,3c,16.12.2021,11:50,home pen,2,post,negative,expectpositive_receivenegative,social,yes,71,23.8,143.2,124.575,10.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_9,109blue,65b,10.12.2021,09:24,home pen,2,pre,negative,NA,NA,no,65,32.2,144.15,60.985,3.087,NA,NA,31.4,25.4,29.5,36.5,24.4,32.8,32.5,21.1,27
IRTA,homepen_9,109blue,65b,10.12.2021,10:59,home pen,2,post,negative,NA,NA,no,65,32.2,144.15,42.341,1.854,NA,NA,37.3,36.4,36.9,37.8,26.4,34,35.4,24.6,30.1
IRTA,homepen_9,109blue,66b,16.12.2021,09:52,home pen,2,pre,positive,NA,NA,no,71,32.2,144.15,54.305,2.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_9,109blue,66b,16.12.2021,11:19,home pen,2,post,positive,NA,NA,no,71,32.2,144.15,45.507,1.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_9,309red,7c,10.12.2021,09:29,home pen,2,pre,negative,NA,NA,no,65,24.6,144.15,75.093,3.387,NA,NA,36.4,34.5,36.2,34.3,23.5,32,32.3,25.7,31.1
IRTA,homepen_9,309red,7c,10.12.2021,11:02,home pen,2,post,negative,NA,NA,no,65,24.6,144.15,79.958,4.617,NA,NA,36.5,24.8,32.9,36.4,24.8,29.4,35.1,27.4,32.1
IRTA,homepen_9,309red,8c,16.12.2021,09:55,home pen,2,pre,positive,NA,NA,no,71,24.6,144.15,71.439,3.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_9,309red,8c,16.12.2021,11:19,home pen,2,post,positive,NA,NA,no,71,24.6,144.15,27.304,1.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_9,409orange,17c,10.12.2021,09:29,home pen,2,pre,negative,NA,NA,no,65,30.2,144.15,54.572,3.498,NA,NA,38.9,35.2,38.5,33.1,20.4,25.3,29.2,19.6,23.6
IRTA,homepen_9,409orange,17c,10.12.2021,10:59,home pen,2,post,negative,NA,NA,no,65,30.2,144.15,56.212,6.954,NA,NA,37.7,35.9,36.9,36.3,26,30.3,29.2,20.4,23.8
IRTA,homepen_9,409orange,18c,16.12.2021,09:52,home pen,2,pre,positive,NA,NA,no,71,30.2,144.15,76.299,6.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTA,homepen_9,409orange,18c,16.12.2021,11:24,home pen,2,post,positive,NA,NA,no,71,30.2,144.15,27.553,3.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,244,3,05.10.2020,07:02,test pen,0.72,pre,negative,NA,NA,no,51,17.26,17.26,202.588,3.342648671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,244,3,05.10.2020,07:25,test pen,0.72,post,negative,NA,NA,no,51,17.26,17.26,139.95,1.649755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,244,4,08.10.2020,08:52,test pen,11.25,pre,positive,NA,NA,no,51,17.26,62.67,302.18,1.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,244,4,08.10.2020,09:24,test pen,11.25,post,positive,NA,NA,no,51,17.26,62.67,165.771,10.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1185,55,05.10.2020,07:13,test pen,0.72,pre,negative,NA,NA,no,51,16.73,16.73,70.707,3.333445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1185,55,05.10.2020,07:37,test pen,0.72,post,negative,NA,NA,no,51,16.73,16.73,88.121,5.743975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1185,56,08.10.2020,08:56,test pen,11.25,pre,positive,NA,NA,no,51,16.73,62.67,108.129,2.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1185,56,08.10.2020,09:24,test pen,11.25,post,positive,NA,NA,no,51,16.73,62.67,160.428,1.3633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1466,63,05.10.2020,07:28,test pen,0.72,pre,negative,NA,NA,no,51,13.16,13.16,128.044,5.337249762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1466,63,05.10.2020,07:50,test pen,0.72,post,negative,NA,NA,no,51,13.16,13.16,69.17,2.851435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1466,64,08.10.2020,08:58,test pen,11.25,pre,positive,NA,NA,no,51,13.16,62.67,153.555,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,1466,64,08.10.2020,09:26,test pen,11.25,post,positive,NA,NA,no,51,13.16,62.67,126.557,1.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,223002,51b,05.10.2020,07:39,test pen,0.72,pre,negative,NA,NA,no,51,15.52,15.52,236.659,1.723545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,223002,51b,05.10.2020,08:05,test pen,0.72,post,negative,NA,NA,no,51,15.52,15.52,392.245,16.99685225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,223002,52b,08.10.2020,08:55,test pen,11.25,pre,positive,NA,NA,no,51,15.52,62.67,168.973,1.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_213,223002,52b,08.10.2020,09:26,test pen,11.25,post,positive,NA,NA,no,51,15.52,62.67,174.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,825,49,05.10.2020,10:53,test pen,0.72,pre,negative,NA,NA,no,52,14.42,14.42,111.731,0.75932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,825,49,05.10.2020,11:15,test pen,0.72,post,negative,NA,NA,no,52,14.42,14.42,107.739,2.38668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,825,50,08.10.2020,09:27,test pen,11.25,pre,positive,NA,NA,no,52,14.42,63.44,140.743,4.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,825,50,08.10.2020,09:55,test pen,11.25,post,positive,NA,NA,no,52,14.42,63.44,142.786,2.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,1774,71,05.10.2020,11:47,test pen,0.72,pre,negative,NA,NA,no,51,14.7,14.7,52.365,0.373425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,1774,71,05.10.2020,12:10,test pen,0.72,post,negative,NA,NA,no,51,14.7,14.7,49.565,1.359695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,1774,72,08.10.2020,09:28,test pen,11.25,pre,positive,NA,NA,no,51,14.7,63.44,50.31,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,1774,72,08.10.2020,09:52,test pen,11.25,post,positive,NA,NA,no,51,14.7,63.44,118.921,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,2129,79,05.10.2020,12:02,test pen,0.72,pre,negative,NA,NA,no,51,18.1,18.1,52.145,0.632715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,2129,79,05.10.2020,12:24,test pen,0.72,post,negative,NA,NA,no,51,18.1,18.1,39.901,1.05593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,2129,80,08.10.2020,09:30,test pen,11.25,pre,positive,NA,NA,no,51,18.1,63.44,75.578,2.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,2129,80,08.10.2020,09:53,test pen,11.25,post,positive,NA,NA,no,51,18.1,63.44,126.396,0.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,3877,29b,05.10.2020,12:16,test pen,0.72,pre,negative,NA,NA,no,51,16.22,16.22,184.639,2.28073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,3877,29b,05.10.2020,12:39,test pen,0.72,post,negative,NA,NA,no,51,16.22,16.22,196.692,4.103695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,3877,30b,08.10.2020,09:29,test pen,11.25,pre,positive,NA,NA,no,51,16.22,63.44,144.175,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_214,3877,30b,08.10.2020,09:55,test pen,11.25,post,positive,NA,NA,no,51,16.22,63.44,86.743,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,1368,59,06.10.2020,09:57,test pen,0.72,pre,negative,NA,NA,no,52,18.88,18.88,157.813,0.597455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,1368,59,06.10.2020,10:19,test pen,0.72,post,negative,NA,NA,no,52,18.88,18.88,136.185,4.915235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,1368,60,08.10.2020,10:39,test pen,11.25,pre,positive,NA,NA,no,52,18.88,65.55,130.515,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,1368,60,08.10.2020,11:30,test pen,11.25,post,positive,NA,NA,no,52,18.88,65.55,87.358,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2123,77,06.10.2020,10:11,test pen,0.72,pre,negative,NA,NA,no,51,15.99,15.99,152.006,1.393855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2123,77,06.10.2020,10:32,test pen,0.72,post,negative,NA,NA,no,51,15.99,15.99,146.254,5.01972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2123,78,08.10.2020,10:37,test pen,11.25,pre,positive,NA,NA,no,51,15.99,65.55,185.311,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2123,78,08.10.2020,11:01,test pen,11.25,post,positive,NA,NA,no,51,15.99,65.55,146.697,1.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2327,3b,06.10.2020,10:24,test pen,0.72,pre,negative,NA,NA,no,51,13.28,13.28,172.327,4.798228035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2327,3b,06.10.2020,10:46,test pen,0.72,post,negative,NA,NA,no,51,13.28,13.28,202.495,19.88639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2327,4b,08.10.2020,10:39,test pen,11.25,pre,positive,NA,NA,no,51,13.28,65.55,152.071,0.4655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,2327,4b,08.10.2020,11:06,test pen,11.25,post,positive,NA,NA,no,51,13.28,65.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,4053,33b,06.10.2020,10:38,test pen,0.72,pre,negative,NA,NA,no,54,17.4,17.4,161.442,0.814115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,4053,33b,06.10.2020,11:01,test pen,0.72,post,negative,NA,NA,no,54,17.4,17.4,69.612,1.084535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,4053,34b,08.10.2020,10:39,test pen,11.25,pre,positive,NA,NA,no,54,17.4,65.55,190.121,2.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_215,4053,34b,08.10.2020,11:02,test pen,11.25,post,positive,NA,NA,no,54,17.4,65.55,103.225,2.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_216,1788,73,06.10.2020,14:51,test pen,0.72,pre,negative,NA,NA,no,53,16.55,16.55,121.186,0.84197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_216,1788,73,06.10.2020,15:13,test pen,0.72,post,negative,NA,NA,no,53,16.55,16.55,147.942,2.095585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_216,1788,74,08.10.2020,11:07,test pen,11.25,pre,positive,NA,NA,no,53,16.55,55.26,130.635,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_216,1788,74,08.10.2020,11:33,test pen,11.25,post,positive,NA,NA,no,53,16.55,55.26,99.558,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_216,2555,5b,06.10.2020,15:05,test pen,0.72,pre,negative,NA,NA,no,52,18.82,18.82,130.693,2.93078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WUR,testpen_216,2555,5b,06.10.2020,15:28,test pen,0.72,post,negative,NA,NA,no,52,18.82,18.82,186.246,1.553075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
